idx,signal,prob,fwd,position_value,profit,cost,capital_after
94,long,0.6491252218632519,0.0039625463170227,17.557816361137444,0.06957366055678608,0.024580942905592422,35.16062543992608
95,long,0.5929275408435133,0.0009486765961482,17.58031271996304,0.016678031230395438,0.024612437807948258,35.15269103334853
96,long,0.7380875245514896,0.0050172796252747,17.576345516674266,0.08818544024759813,0.02460688372334397,35.21626958987279
97,long,0.6841106803887057,0.0007413462086794,17.608134794936394,0.013053723972141919,0.024651388712910952,35.20467192513202
99,long,0.6581742619515157,-0.0154081158265259,17.60233596256601,-5.0,0.024643270347592415,30.180028654784426
100,long,0.5889503037248777,-0.0131741067197422,15.090014327392213,-5.0,0.0211260200583491,25.158902634726076
103,short,0.37878447569161916,-0.0049176273636952,12.579451317363038,0.0618610540185361,0.017611231844308253,25.203152456900302
104,long,0.6166697504490294,0.0196290050590219,12.601576228450151,0.24735640353989813,0.01764220671983021,25.432866653720367
107,long,0.6480173722381973,0.0173283282144616,12.716433326860184,0.2203545304051511,0.01780300665760426,25.635418177467912
108,long,0.687502831753001,0.0207427233188357,12.817709088733956,0.2658741932089341,0.01794479272422754,25.88334757795262
109,long,0.6558894127536854,0.0140626772010736,12.94167378897631,0.18199458093596893,0.018118343304566836,26.04722381558402
110,long,0.7793378185061955,0.0162594696969696,13.02361190779201,0.2117570231598366,0.018233056670908812,26.240747782072948
111,long,0.653358958369242,0.008232762653195,13.120373891036474,0.10801692416607983,0.018368523447451063,26.330396182791578
112,long,0.767917023437069,-6.522549385018123e-05,13.165198091395789,-0.0008587065471467538,0.018431277327954104,26.311106198916477
113,long,0.8507898032664163,-0.0024909865617829,13.155553099458238,-0.03277030598357185,0.018417774339241536,26.259918118593664
114,long,0.7650892603230427,0.0015936626281454,13.129959059296832,0.020924725061880495,0.018381942683015566,26.26246090097253
115,long,0.8007856528145637,-0.0011834098977793,13.131230450486266,-0.015539628085126383,0.01838372263068077,26.228537550256725
116,long,0.8827144570522757,-0.0077015867124433,13.114268775128362,-0.10100067814193867,0.018359976285179706,26.109176895829606
117,long,0.9105694927486496,-0.0024694119072244,13.054588447914803,-0.03223715615719491,0.018276423827080723,26.05866331584533
118,long,0.9090618755790509,0.0060083177649057,13.029331657922665,0.07828436486514499,0.01824106432109173,26.11870661638938
119,long,0.7833029119550639,-0.012096286440063,13.05935330819469,-5.0,0.01828309463147257,21.10042352175791
120,long,0.8876463203130442,-0.0190316260845227,10.550211760878955,-5.0,0.014770296465230537,16.08565322529268
121,long,0.9187054057169415,-0.0267907237703383,8.04282661264634,-5.0,0.011259957257704878,11.074393268034976
122,long,0.9052543760850031,-0.0273802406397131,5.537196634017488,-5.0,0.007752075287624484,6.066641192747352
123,long,0.8358742599109658,-0.0252708591905486,3.033320596373676,-5.0,0.004246648834923147,1.062394543912429
124,long,0.5820405768665448,-0.0059432425050155,0.5311972719562145,-0.003157034205238452,0.0007436761807387002,1.0584938335264518
125,long,0.6132214353360728,-0.0016167379933428,0.5292469167632259,-0.0008556535981906417,0.0007409456834685163,1.0568972342447924
127,short,0.42899880566976345,0.0117175869454555,0.5284486171223962,-5.0,0.0007398280639713547,0.0
